Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?,Country,Continent,Department 1,Department 2,Level
School of Computing,University of Helsinki,DATA11002,Introduction to Machine Learning,5,,,,CS3244,Machine Learning,4,,,,,Finland,Europe,CS,,3
Faculty of Science,University of Helsinki,GMB 105,Introduction to Structural Biology and Biophysics,5,,,,LSM4231,Structural Biology,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,LSI 35001,Modelling ecology and evolution,5,,,,LSM4255,Methods in Mathematical Biolog,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,HNFB 212,Pathobiology of Chronic Diseases,5,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Finland,Europe,LSM,,3
Faculty of Science,University of Helsinki,GMB 106,Protein Structure and Function and Folding,5,,,,LSM4231,Structural Biology,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,EEB 205,Seminar in Evolutionary Biology,5,,,,LSM3252,Evolutn & Comparative Genomics,4,,,,Y,Finland,Europe,LSM,,3
Faculty of Science,University of Helsinki,GMB 306,Seminars in cell biology and developmental biology,5,,,,LSM3233,Developmental Biology,4,,,,Y,Finland,Europe,LSM,,3
Faculty of Science,University of Helsinki,NEU 551,Sensory Biology,5,,,,LSM4267,Light & Vision in Animal Commu,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,EEB 107,Sensory Ecology and Evolution,5,,,,LSM4267,Light & Vision in Animal Commu,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,NEU 552,Studies of sensory performance in animals and humans,5,,,,LSM4267,Light & Vision in Animal Commu,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,PBIO 160,Taxonomy and systematics,15,,,,LSM4254,Principles of Taxonomy & Sys,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,502079,Topical Issues on Urban Ecosystem Ecology,5,,,,LSM4265,Urban Ecology,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,ME228,Tropical forest ecology and conservation,5,,,,LSM3255,Ecology of Terrestrial Env,4,,,,Y,Finland,Europe,LSM,,3
Faculty of Science,University of Helsinki,ECGS 903,Urban Ecosystem Ecology,5,,,,LSM4265,Urban Ecology,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,ECGS076,Urban ecotoxicology,5,,,,LSM4211,Toxicology,4,,,,Y,Finland,Europe,LSM,,4
Faculty of Science,University of Helsinki,MMB801,Viruses - Lectures,3,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Finland,Europe,LSM,,3
NUS Business School,University of Hohenheim,5705-510,Consumer Behavior,6,,,,MKT3402,Consumer Behaviour,4,,,,Y,Germany,Europe,MKT,,3
Faculty of Science,University of Hohenheim,2202-220,Infection and Immunity,6,,,,LSM3223,Immunology,4,,,,Y,Germany,Europe,LSM,,3
Faculty of Science,University of Hohenheim,2202-230,Lifestock Parasites,6,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Germany,Europe,LSM,,3
Faculty of Science,University of Hohenheim,2301-220,Molecular Physiology,6,,,,LSM3214,Human Physio-Hormones & Hlth,4,,,,Y,Germany,Europe,LSM,,3
Faculty of Engineering,"University of Illinois, Urbana-Champaign",AE323,APPLIED AEROSPACE STRUCTURES,3,,,,ME4212,Aircraft Structures,4,,,,Y,United States of America,Americas,ME,,4
Faculty of Science,"University of Illinois, Urbana-Champaign",MATH446,Applied Complex Variables,3,,,,MA3111,Complex Analysis I,4,,,,Y,United States of America,Americas,MA,,3
Faculty of Science,"University of Illinois, Urbana-Champaign",STAT425,Applied Regression and Design,3,,,,ST3131,Regression Analysis,4,,,,Y,United States of America,Americas,ST,,3
School of Computing,"University of Illinois, Urbana-Champaign",CS440,Artificial Intelligence,3,,,,CS3243,Introduction to Artificial Int,4,,,,N,United States of America,Americas,CS,,3
NUS Business School,"University of Illinois, Urbana-Champaign",GER102,BEGINNING GERMAN II,1,,,,LAG2741,Department Exchange Module,4,,,,Y,United States of America,Americas,LAG,,2
School of Computing,"University of Illinois, Urbana-Champaign",CHLH573,Biostatistics in Public Health,3,,,,IS4250,IT-enabled Healthcare Solution,4,,,,N,United States of America,Americas,IS,,4
Faculty of Science,"University of Illinois, Urbana-Champaign",PHYS325,Classical Mechanics I,3,,,,PC2132,Classical Mechanics,4,,,,Y,United States of America,Americas,PC,,2
School of Computing,"University of Illinois, Urbana-Champaign",ECE220,COMPUTER SYSTEMS & PROGRAMMING,3,,,,CS1010E,Programming Methodology,4,,,,Y,United States of America,Americas,CS,,1
School of Computing,"University of Illinois, Urbana-Champaign",STAT480,Data Science Foundations,3,,,,BT4221,Big Data Techniques & Technolo,4,,,,,United States of America,Americas,BT,,4
School of Computing,"University of Illinois, Urbana-Champaign",CS225,Data Structures,3,,,,CS2040,Data Structures and Algorithms,4,,,,N,United States of America,Americas,CS,,2
School of Computing,"University of Illinois, Urbana-Champaign",CS4173,Discrete Structures,3,,,,CS1231,Discrete Structures,4,,,,Y,United States of America,Americas,CS,,1
Faculty of Science,"University of Illinois, Urbana-Champaign",CHLH 243,Drug Use and Abuse,2,,,,PR2994,Exchange Enrichment Level 2000,2,,,,Y,United States of America,Americas,PR,,2
Faculty of Engineering,"University of Illinois, Urbana-Champaign",ME340,DYNAMICS OF MECHANICAL SYSTEMS,3,,,,ME2142,Feedback Control Systems,4,,,,Y,United States of America,Americas,ME,,2
Faculty of Arts & Social Sci,"University of Illinois, Urbana-Champaign",FR101,Elementary French I,1,,,,LAF1201,French 1,4,,,,Y,United States of America,Americas,LAF,,1
Faculty of Science,"University of Illinois, Urbana-Champaign",ECE329,Fields and Waves I,3,,,,PC2020,Electromagnetics for Electrica,4,,,,Y,United States of America,Americas,PC,,2
Faculty of Engineering,"University of Illinois, Urbana-Champaign",ME471,FINITE ELEMENT ANALYSIS,3,,,,ME4291,Finite Element Analysis,4,,,,Y,United States of America,Americas,ME,,4
Faculty of Science,"University of Illinois, Urbana-Champaign",ANTH 246,Forensic Science,4,,,,LSM1306,Forensic Science,4,,,,Y,United States of America,Americas,LSM,,1
School of Computing,"University of Illinois, Urbana-Champaign",INFO490RB,Foundations of Data Science,3,,,,BT4221,Big Data Techniques & Technolo,4,,,,,United States of America,Americas,BT,,4
Faculty of Engineering,"University of Illinois, Urbana-Champaign",NPRE470,FUEL CELLS AND HYDROGEN SOURCES,3,,,,ME4662,Exchange Technical Elective,4,,,,Y,United States of America,Americas,ME,,4
School of Computing,"University of Illinois, Urbana-Champaign",CHLH244,Health Statistics,3,,,,IS4250,IT-enabled Healthcare Solution,4,,,,,United States of America,Americas,IS,,4
School of Computing,"University of Illinois, Urbana-Champaign",CS101,Intro Computing: Engrg & Sci,3,,,,CS1010S,Programming Methodology,4,,,,Y,United States of America,Americas,CS,,1
School of Computing,"University of Illinois, Urbana-Champaign",CS125,Intro to Computer Science,3,,,,CS1010S,Programming Methodology,4,,,,Y,United States of America,Americas,CS,,1
Faculty of Engineering,"University of Illinois, Urbana-Champaign",TAM212,INTRODUCTORY DYNAMICS,3,,,,ME3112,,4,,,,Y,United States of America,Americas,ME,,3
Faculty of Engineering,"University of Illinois, Urbana-Champaign",TAM251,INTRODUCTORY SOLID MECHANICS,3,,,,ME2112,Strength of Materials,4,,,,Y,United States of America,Americas,ME,,2
School of Computing,"University of Illinois, Urbana-Champaign",CS446,Machine Learning,3,,,,CS3244,Machine Learning,4,,,,,United States of America,Americas,CS,,3
Faculty of Science,"University of Illinois, Urbana-Champaign",PHYS403,Modern Experimental Physics,4,,,,PC3193,Experimental Physics II,4,,,,Y,United States of America,Americas,PC,,3
Faculty of Science,"University of Illinois, Urbana-Champaign",MCB 250,Molecular Genetics,2.5,,,,LSM1102,Molecular Genetics,4,,,,Y,United States of America,Americas,LSM,,1
School of Computing,"University of Illinois, Urbana-Champaign",CS450,Numerical Analysis,3,,,,BT3102,Computational Methods for Busi,4,,,,,United States of America,Americas,BT,,3
School of Computing,"University of Illinois, Urbana-Champaign",CS357,Numerical Methods I,3,,,,BT3102,Computational Methods for Busi,4,,,,,United States of America,Americas,BT,,3
Faculty of Science,"University of Illinois, Urbana-Champaign",CHEM447,Physical Principles Lab II,2,,,,PC3193,Experimental Physics II,4,,,,Y,United States of America,Americas,PC,,3
School of Computing,"University of Illinois, Urbana-Champaign",CS421,Programming Languages and Compilers,3,,,,CS2104,Programming Language Concepts,4,,,,N,United States of America,Americas,CS,,2
Faculty of Science,"University of Illinois, Urbana-Champaign",PHYS225,Relativity and Math Applications,2,,,,PC2134,MATHEMATICAL MTDS IN PHYSICS I,4,,,,Y,United States of America,Americas,PC,,2
School of Computing,"University of Illinois, Urbana-Champaign",INFO202,Social Aspects of Information Technology,3,,,,IS1103,Ethics in Computing,4,,,,Y,United States of America,Americas,IS,,1
School of Computing,"University of Illinois, Urbana-Champaign",LIS590 SML,Social Media Analytics,4,,,,IS4241,Social Media Network Analysis,4,,,,,United States of America,Americas,IS,,4
School of Computing,"University of Illinois, Urbana-Champaign",CS467,Social Visualization,3,,,,IS4241,Social Media Network Analysis,4,,,,N,United States of America,Americas,IS,,4
School of Computing,"University of Illinois, Urbana-Champaign",STAT428,Statistical Computing,3,,,,BT3102,Computational Methods for Busi,4,,,,N,United States of America,Americas,BT,,3
School of Computing,"University of Illinois, Urbana-Champaign",IE529,Stats of Big Data and Clustering,3,,,,BT4221,Big Data Techniques & Technolo,4,,,,N,United States of America,Americas,BT,,4
Faculty of Science,"University of Illinois, Urbana-Champaign",PHYS427,Thermal & Statistical Physics,4,,,,PC2230,Thermodynamics & Stat'cal Mech,4,,,,Y,United States of America,Americas,PC,,2
Faculty of Engineering,"University of Illinois, Urbana-Champaign",ME300,THERMODYNAMICS,3,,,,ME2121,Engineering Thermodynamics and,4,,,,Y,United States of America,Americas,ME,,2
Faculty of Science,"University of Illinois, Urbana-Champaign",PHYS212,University Physics: Elec & Mag,4,,,,PC2131,Electricity & Magnetism I,4,,,,Y,United States of America,Americas,PC,,2
School of Design & Environment,University of Innsbruck,822112,Architectural Theory 2,2.5,847160,Building Typologies M,2.5,UD5221,Theory and Elements of Urban D,4,,,,N,Austria,Europe,UD,,5
Faculty of Arts & Social Sci,University of Innsbruck,PS402122,Comparative Politics - Enhanced Level,5,,,,PS4881,Topics in Comparative Politics,5,,,,Y,Austria,Europe,PS,,4
Faculty of Arts & Social Sci,University of Innsbruck,SE402122,Comparative Politics - Enhanced Level,5,,,,PS4881,Topics in Comparative Politics,5,,,,Y,Austria,Europe,PS,,4
Faculty of Arts & Social Sci,University of Innsbruck,PS402051,Comparative Politics - Introductory Level,5,,,,PS2234,Intro to Comparative Politics,4,,,,Y,Austria,Europe,PS,,2
Faculty of Arts & Social Sci,University of Innsbruck,PS402052,Comparative Politics - Introductory Level,5,,,,PS4228,Comparative Democratic Politic,5,,,,Y,Austria,Europe,PS,,4
School of Design & Environment,University of Innsbruck,847152,Design Studio M2,12.5,,,,AR4103,Architectural & Tech Design 1,8,,,,N,Austria,Europe,AR,,4
Faculty of Arts & Social Sci,University of Innsbruck,930001,Gender Theories,3,,,,PS3237,Women and Politics,4,,,,Y,Austria,Europe,PS,,3
NUS Business School,University of Innsbruck,UE124081,German as a Foreign Language I,1,,,,LAG1741,Department Exchange Module,4,,,,Y,Austria,Europe,LAG,,1
NUS Business School,University of Innsbruck,LECTURE434457,International Management,4,SEM434458(2017S),PS International Management: International Finance,3.5,FIN3120,Topics in Finance (TIF),4,,,,Y,Austria,Europe,FIN,,3
NUS Business School,University of Innsbruck,MODULE434458,International Management 2,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,,Y,Austria,Europe,FIN,,3
Faculty of Arts & Social Sci,University of Innsbruck,PS402134,International Relations - Enhanced Level,10,,,,PS3240,International Security,4,,,,Y,Austria,Europe,PS,,3
Faculty of Arts & Social Sci,University of Innsbruck,SE408211,"Market, State and Social institutions 2",5,,,,PS4226,Emerging Markets and Economic,5,,,,Y,Austria,Europe,PS,,4
Faculty of Arts & Social Sci,University of Innsbruck,VO402505,Politics and Gender,3.5,,,,PS4750,,5,,,,Y,Austria,Europe,PS,,4
Faculty of Arts & Social Sci,University of Innsbruck,PS/2402031,PS European Integration - Introductory Level,5,,,,PS3880H,The Politics of European Integ,4,,,,Y,Austria,Europe,PS,,3
Faculty of Engineering,University of Innsbruck,SEMINAR433101,PS/2 Management Accounting and Control Basic Seminar,3.5,,,,IE4608,Exchange Elective,5,,,,Y,Austria,Europe,IE,,4
Faculty of Arts & Social Sci,University of Innsbruck,SE800610,Revolutionary Processes: An Exploration of Tahrir Square and Beyond,5,,,,PS3706,Political Science Exchange Mod,4,,,,Y,Austria,Europe,PS,,3
Faculty of Arts & Social Sci,University of Innsbruck,800610,SE Revolutionary Processes: An Exploration of Tahrir Square and Beyond,5,,,,PS4755,,5,,,,Y,Austria,Europe,PS,,4
Faculty of Arts & Social Sci,University of Innsbruck,800604,The European Union,7.5,,,,PS4218,European Foreign Policy,5,,,,Y,Austria,Europe,PS,,4
Faculty of Arts & Social Sci,University of Innsbruck,408641,"Theories of the State, Democracy and Power",5,,,,PS4228,Comparative Democratic Politic,5,,,,Y,Austria,Europe,PS,,4
School of Design & Environment,University of Innsbruck,847173,Topographies,2.5,848150,Building Design M,2.5,AR5321,Advanced Architectural Integra,4,,,,N,Austria,Europe,AR,,5
Faculty of Engineering,University of Innsbruck,LECTURE433100,VO/2 Principles of Management Control,4,,,,IE4608,Exchange Elective,5,,,,Y,Austria,Europe,IE,,4
Faculty of Arts & Social Sci,"University of Kaiserslautern, FRG",FASS-CLS-ZXY1011,A-1 Level German Language,1,,,,LAG1201,German 1,4,,,,Y,Germany,Europe,LAG,,1
School of Computing,"University of Kaiserslautern, FRG",INF10-03-V-3,Computer Graphics,8,,,,CS3241,Computer Graphics,4,,,,,Germany,Europe,CS,,3
Faculty of Science,"University of Kaiserslautern, FRG",MAT61-11-V-7,Financial Mathematics,9,,,,MA4269,Mathematical Finance II,4,,,,Y,Germany,Europe,MA,,4
Faculty of Science,"University of Kaiserslautern, FRG",MAT61-18-V-7,Life Insurance Mathematics,4.5,,,,ST3234,Actuarial Statistics,4,,,,Y,Germany,Europe,ST,,3
Faculty of Science,"University of Kaiserslautern, FRG",MAT-50-12-V-4,Nonlinear Optimisation,9,,,,MA3236,Non-Linear Programming,4,,,,Y,Germany,Europe,MA,,3
NUS Business School,"University of Kaiserslautern, FRG",UOK001,OK- German Orientation Course at the University of Kaiserslautern,1,,,,LAG1741,Department Exchange Module,4,,,,Y,Germany,Europe,LAG,,1
NUS Business School,"University of Kaiserslautern, FRG",UOK002,OK- German Orientation Course at the University of Kaiserslautern,1,,,,LAG2741,Department Exchange Module,4,,,,Y,Germany,Europe,LAG,,2
Faculty of Arts & Social Sci,"University of Kaiserslautern, FRG",FASS-CLS-ZXY1009,TU Kaiserslautern- OK-Course (DaF-A1),1,,,,LAG1201,German 1,4,,,,Y,Germany,Europe,LAG,,1
NUS Business School,University of Konstanz,ZXY001,Advanced Corporate Finance,5,,,,FIN3701,Corporate Finance,4,,,,Y,Germany,Europe,FIN,,3
NUS Business School,University of Konstanz,ZXY001,Advanced Corporate Finance,5,,,,FIN3101,Corporate Finance,4,,,,Y,Germany,Europe,FIN,,3
Faculty of Arts & Social Sci,University of Konstanz,POLKU02,Agricultural Policy in European and Global Perspective,6,,,,PS3703,Political Science Exchange Mod,4,,,,Y,Germany,Europe,PS,,3
School of Computing,University of Konstanz,INF20780-2016,Algorithms in Bioinformatics,6,,,,CS2220,Intro to Computational Biology,6,,,,,Germany,Europe,CS,,2
Faculty of Science,University of Konstanz,BIO14250,Animal Behaviour,3,,,,LSM1303,Animal Behaviour,4,,,,Y,Germany,Europe,LSM,,1
Faculty of Arts & Social Sci,University of Konstanz,POL20480-2017,Culture in Contentious Politics,7,,,,GL4880A,"Globalization, Culture, and Id",5,,,,Y,Germany,Europe,GL,,4
Faculty of Arts & Social Sci,University of Konstanz,POL14450,Data Analysis with R,7,,,,PS3701,Political Science Exchange Mod,4,,,,Y,Germany,Europe,PS,,3
Faculty of Science,University of Konstanz,BIO11290,Evolutionary Organismal Biology,4,,,,LSM1105,Evolutionary Biology,4,,,,Y,Germany,Europe,LSM,,1
Faculty of Arts & Social Sci,University of Konstanz,POL20670,Globalization and its Effects on Domestic Politics,7,,,,PS4882D,Topics in IR: Politics of Glob,5,,,,Y,Germany,Europe,PS,,4
Faculty of Arts & Social Sci,University of Konstanz,POL20670,Globalization and its Effects on Domestic Politics,7,,,,GL4751,Department exchange module,5,,,,Y,Germany,Europe,GL,,4
Faculty of Arts & Social Sci,University of Konstanz,POL11105,International Political Economy and International Organization,7,,,,PS3238,Int'l Political Economy,4,,,,Y,Germany,Europe,PS,,3
Faculty of Arts & Social Sci,University of Konstanz,POL18990-2017,Introduction to Comparative Politics,6,,,,PS2234,Intro to Comparative Politics,4,,,,Y,Germany,Europe,PS,,2
Faculty of Arts & Social Sci,University of Konstanz,POL20880,Politics of International Trade,7,,,,PS4882F,The Politics of Int'l Trade,5,,,,Y,Germany,Europe,PS,,4
Faculty of Arts & Social Sci,University of Konstanz,POLKU01,"The Impact of Technology on Political Communication: The Printing Press, Newspapers, Television and",6,,,,PS3702,Political Science Exchange Mod,4,,,,Y,Germany,Europe,PS,,3
Faculty of Science,University of Lausanne,M28528,"Advanced Molecular, Cellular and Developmental Biology",9,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Switzerland,Europe,LSM,,3
Faculty of Science,University of Lausanne,M27459,Biotic Interactions,9,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Switzerland,Europe,LSM,,3
Faculty of Arts & Social Sci,University of Lausanne,A0-GRA/A,French for complete beginners,1,,,,LAF1201,French 1,4,,,,Y,Switzerland,Europe,LAF,,1
Faculty of Science,University of Lausanne,M23165,Solving Biological Problems that Require Mathematics,3,,,,LSM3994,Exchange Enrichment Level 3000,2,,,,Y,Switzerland,Europe,LSM,,3
Faculty of Science,University of Leeds,BLGY 3247,Advanced Topics in Conservation Science,20,,,,LSM3272,Global Change Biology,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,BMSC 3143,Advanced Topics in Pharmacology I,20,,,,LSM3211,Fundamental Pharmacology,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,BLGY 3243,Advanced Topics in Zoology,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,LUBS3530,ADVERTISING AND PROMOTIONAL MANAGEMENT,10,,,,MKT3718,Advertising & Promotion Mgt,4,,,,Y,United Kingdom,Europe,MKT,,3
School of Computing,University of Leeds,COMP2721,Algorithms and Data Structures II,15,,,,CS2040,Data Structures and Algorithms,4,,,,N,United Kingdom,Europe,CS,,2
Faculty of Science,University of Leeds,BLGY 2222,Animal Behaviour,10,,,,LSM3267,Behavioural Biology,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,BLGY 2293,Animal Physiology: from Ants to Whales,10,,,,LSM3262,Comparative Animal Physiology,4,,,,Y,United Kingdom,Europe,LSM,,3
School of Design & Environment,University of Leeds,CIVE2802,Architectural Studies II,10,,,,PF3305,Facilities Planning and Desig,4,,,,N,United Kingdom,Europe,PF,,3
School of Computing,University of Leeds,COMP2611,Artificial Intelligence,10,,,,CS3243,Introduction to Artificial Int,4,,,,N,United Kingdom,Europe,CS,,3
Faculty of Science,University of Leeds,BLGY 3123,BATS: FROM EVOLUTION TO CONSERVATION,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,FLTU1402,"Beginners German 20 credits, Semester 2",1,,,,LAG1741,Department Exchange Module,4,,,,Y,United Kingdom,Europe,LAG,,1
Faculty of Science,University of Leeds,BLGY 3214,BEHAVIOURAL ECOLOGY: SEX AND PARASITES,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,BMSC 1210,Biology of the Mind,10,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,United Kingdom,Europe,LSM,,2
Faculty of Science,University of Leeds,FOOD3100,Biotechnology: Traditional and Leading Edge,10,,,,FST2991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,FST,,2
School of Design & Environment,University of Leeds,CIVE2815,Building Physics: Fundamental Principles,10,,,,PF4103,,4,,,,N,United Kingdom,Europe,PF,,4
School of Design & Environment,University of Leeds,CIVE3815,Building Physics2: Services Design,10,,,,PF4103,,4,,,,N,United Kingdom,Europe,PF,,4
NUS Business School,University of Leeds,LUBS2420,BUSINESS ECONOMICS,10,,,,FIN3761Y,Topics in Finance,4,,,,Y,United Kingdom,Europe,FIN,,3
NUS Business School,University of Leeds,LUBS2200,BUSINESS FINANCE 2,20,,,,FIN3701,Corporate Finance,4,,,,Y,United Kingdom,Europe,FIN,,3
Faculty of Science,University of Leeds,BMSC 2210,Chemotherapy,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
School of Design & Environment,University of Leeds,CIVE2301,Civil Engineering Materials II,10,,,,PF2504,Materials Technology,4,,,,N,United Kingdom,Europe,PF,,2
NUS Business School,University of Leeds,LUBS2190,COMPANY ORGANISATION,10,,,,MNO1706,Organisational Behavior,4,,,,Y,United Kingdom,Europe,MNO,,1
NUS Business School,University of Leeds,LUBS2190,COMPANY ORGANISATION,10,,,,MNO1706X,Organisational Behavior,4,,,,Y,United Kingdom,Europe,MNO,,1
School of Computing,University of Leeds,COMP811,Computer Graphics,10,,,,CS3241,Computer Graphics,4,,,,N,United Kingdom,Europe,CS,,3
Faculty of Science,University of Leeds,BLGY 3241,CONSERVATION BIOLOGY,10,,,,LSM3272,Global Change Biology,4,,,,Y,United Kingdom,Europe,LSM,,3
School of Design & Environment,University of Leeds,CIVE3921,Construction Economics,10,,,,PF2204,,4,,,,N,United Kingdom,Europe,PF,,2
School of Computing,University of Leeds,COMP3223,Cryptography,10,,,,CS4236,Cryptography Theory & Practice,4,,,,N,United Kingdom,Europe,CS,,4
NUS Business School,University of Leeds,LUBS1145,CURRENT TOPICS IN INTERNATIONAL BUSINESS,10,,,,MNO3761X,Topics in L&HCM,4,,,,Y,United Kingdom,Europe,MNO,,3
Faculty of Science,University of Leeds,FOOD3071,Diet and Cardiovascular Health,10,,,,FST3202,Nutrition & Disease Prevention,4,,,,Y,United Kingdom,Europe,FST,,3
NUS Business School,University of Leeds,LUBS3002,DIVERSITY MANAGEMENT,20,,,,MNO3761X,Topics in L&HCM,4,,,,Y,United Kingdom,Europe,MNO,,3
Faculty of Science,University of Leeds,BLGY 1117,Ecology in a Changing World,10,,,,LSM3272,Global Change Biology,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,LUBS1220,ECONOMICS OF INDUSTRY,10,,,,BSP1703,Managerial Economics,4,,,,Y,United Kingdom,Europe,BSP,,1
School of Design & Environment,University of Leeds,PEME3421,Efficient Use of Energy,10,,,,PF3302,,4,,,,N,United Kingdom,Europe,PF,,3
School of Design & Environment,University of Leeds,SOEE3112,"Environmental Risk: Science, Policy & Management",10,,,,PF4202,,4,,,,N,United Kingdom,Europe,PF,,4
School of Design & Environment,University of Leeds,SOEE3112,"Environmental Risk: Science, Policy & Management",10,,,,PF4207,Project Risk Management,4,,,,N,United Kingdom,Europe,PF,,4
School of Design & Environment,University of Leeds,LEED2050,Event Management,10,,,,PF4307,Event Management,4,,,,N,United Kingdom,Europe,PF,,4
Faculty of Science,University of Leeds,BLGY 3246,Evolution and Population Genetics,10,,,,LSM3252,Evolutn & Comparative Genomics,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,BMSC 2216,Exercise Physiology in Health and Disease,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
Faculty of Science,University of Leeds,PSYC 1617,Exploring Animal Behavior,10,,,,LSM1303,Animal Behaviour,4,,,,Y,United Kingdom,Europe,LSM,,1
NUS Business School,University of Leeds,LUBS2035,FINANCE FOR SMALL BUSINESS,10,,,,FIN3761X,Topics in Finance,4,,,,Y,United Kingdom,Europe,FIN,,3
Faculty of Science,University of Leeds,FOOD2150,Food and Allergic Reaction,10,,,,FST3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,FST,,3
Faculty of Science,University of Leeds,FOOD3340,Food and Cancer,10,,,,FST4201,Current Topics (Food Sci&Tech),4,,,,Y,United Kingdom,Europe,FST,,4
Faculty of Science,University of Leeds,FOOD3010,Food Processing: from Farm to Shop,10,,,,FST3103,Advanced Food Engineering,4,,,,Y,United Kingdom,Europe,FST,,3
NUS Business School,University of Leeds,LUBS3120,FORENSIC ACCOUNTING AND FINANCE,10,,,,FIN3761X,Topics in Finance,4,,,,Y,United Kingdom,Europe,FIN,,3
NUS Business School,University of Leeds,LUBS3970,FUNDAMENTALS OF OPERATIONAL MANAGEMENT,10,,,,DAO2703,Operations and Technology Mana,4,,,,Y,United Kingdom,Europe,DAO,,2
Faculty of Science,University of Leeds,BLGY 2182,Human Genetics,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,LUBS1000,INNOVATION AND CREATIVITY IN BUSINESS,10,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,United Kingdom,Europe,MNO,,3
Faculty of Science,University of Leeds,BLGY 3122,Insect Biology,10,,,,LSM3265,Entomology,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,LUBS3620,INTERNATIONAL BUSINESS FINANCE,10,,,,FIN3711,International Financial Mgt,4,,,,Y,United Kingdom,Europe,FIN,,3
NUS Business School,University of Leeds,LUBS3190,INTERNATIONAL MARKETING,10,,,,MKT2412,Global Marketing,4,,,,Y,United Kingdom,Europe,MKT,,2
Faculty of Science,University of Leeds,FOOD2192,Introduction to Food Product Development,10,,,,FST3105,Food Product Development and P,4,,,,Y,United Kingdom,Europe,FST,,3
Faculty of Science,University of Leeds,MICR 1220,Introduction to Immunology,10,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,United Kingdom,Europe,LSM,,2
NUS Business School,University of Leeds,LUBS1170,INTRODUCTION TO MANAGEMENT 1,10,,,,MNO1706,Organisational Behavior,4,,,,Y,United Kingdom,Europe,MNO,,1
NUS Business School,University of Leeds,LUBS1170,INTRODUCTION TO MANAGEMENT 1,10,,,,MNO1706X,Organisational Behavior,4,,,,Y,United Kingdom,Europe,MNO,,1
NUS Business School,University of Leeds,LUBS2245,INTRODUCTION TO MANAGEMENT ACCOUNTING,10,,,,ACC2706,Managerial Accounting,4,,,,Y,United Kingdom,Europe,ACC,,2
Faculty of Science,University of Leeds,MICR 1120,Introduction to Microbiology,20,,,,LSM3232,Microbiology,4,,,,Y,United Kingdom,Europe,LSM,,3
NUS Business School,University of Leeds,LUBS1235,INTRODUCTORY FINANCIAL ACCOUNTING,10,,,,ACC1701X,Accounting for Decision Makers,4,,,,Y,United Kingdom,Europe,ACC,,1
NUS Business School,University of Leeds,LUBS1235,INTRODUCTORY FINANCIAL ACCOUNTING,10,,,,ACC1701,Accounting for Decision Makers,4,,,,Y,United Kingdom,Europe,ACC,,1
